id_mutation,date_mutation,nature_mutation,valeur_fonciere,adresse_nom_voie,code_postal,code_commune,nom_commune,id_parcelle,longitude,latitude
2020-142291,2020-12-11,Vente,235500.0,RUE DU BOURG,17530.0,17021,Arvert,170210000E2259,-1.125859,45.739649
2020-974134,2020-11-13,Vente en l'état futur d'achèvement,404692.0,RUE ANDRE KARMAN,93300.0,93001,Aubervilliers,930010000U0045,2.383923,48.906897
2020-900284,2020-09-25,Vente,35000.0,CHE DU SAUVAGE,87510.0,87152,Saint-Jouvent,87152000AI0399,1.231749,45.976764
2020-591245,2020-05-07,Vente,83700.0,RTE DES NEIGES TETEGHEM,59229.0,59588,Téteghem-Coudekerque-Village,595880000B2215,2.452851,50.993771
2020-913331,2020-05-05,Vente,103145.0,SOUS LES COTES,89800.0,89477,Villy,894770000A0048,3.744108,47.874662
2020-845876,2020-04-30,Vente,91000.0,AV NOEL VERLAQUE,83500.0,83126,La Seyne-sur-Mer,83126000AW0476,5.892997,43.083638
2020-540891,2020-09-15,Vente,209000.0,LE VLG,54620.0,54081,Boismont,54081000AA0104,5.737601,49.406126
2020-8198,2020-01-30,Vente,235205.0,CHE DE RONDE,1700.0,1249,Miribel,01249000AH0377,4.963848,45.825023
2020-442381,2020-04-24,Vente,256000.0,ALL DE L AVEL KREISTEIL,44600.0,44184,Saint-Nazaire,44184000DH0183,-2.24668,47.268411
2020-577106,2020-05-29,Vente,65000.0,RUE DE LEERS,59100.0,59512,Roubaix,59512000CK0017,3.207256,50.690619
2020-540812,2020-09-16,Vente,192000.0,NOERS,54260.0,54322,Longuyon,54322000AX0107,5.582672,49.433872
2020-28132,2020-06-25,Vente,30236.0,PLEYNET ET RAJASSE,4260.0,4006,Allos,040060000A0346,6.578907,44.265546
2020-867967,2020-12-17,Vente,63500.0,RUE GEORGES CLEMENCEAU,85110.0,85266,Saint-Prouant,85266000AB0043,-0.958014,46.758573
2020-202261,2020-10-14,Vente,317000.0,RUE JEROME CAVALLI,26000.0,26362,Valence,26362000ZR0168,4.919173,44.91129
2020-94084,2020-01-10,Vente,62726.54,RUE DES METIERS,12450.0,12133,Luc-la-Primaube,12133000AY0186,2.552443,44.300659
2020-124939,2020-10-30,Vente,318700.0,PRE CHEVALIER,14340.0,14231,Beaufour-Druval,142310000B0106,0.011654,49.195513
2020-187579,2020-10-26,Vente,367500.0,GINTRAC,24430.0,24350,Razac-sur-l'Isle,24350000AO0406,0.608645,45.150784
2020-496355,2020-01-27,Vente,190000.0,LE BOURG,50810.0,50046,Bérigny,500460000A0505,-0.939218,49.142486
2020-255229,2020-01-09,Vente,102687.0,RUE DES ANCIENS SILOS,31600.0,31395,Muret,31395000EP0068,1.328638,43.472393
2020-650808,2020-03-09,Vente,109000.0,RUE CLEMENT ADER,63110.0,63032,Beaumont,63032000BH0167,3.101208,45.751935
2020-647601,2020-07-09,Vente,125000.0,GLOMENGHEM,62120.0,62014,Aire-sur-la-Lys,62014000BW0056,2.34208,50.645097
2020-113420,2020-07-03,Vente,134000.0,RUE DE CUQUES,13100.0,13001,Aix-en-Provence,13001000BV0017,5.454062,43.516526
2020-330187,2020-04-17,Vente,70000.0,LE CHAMP AURAY,35137.0,35023,Bédée,35023000ZB0273,-1.983595,48.189914
2020-928387,2020-10-16,Vente en l'état futur d'achèvement,184000.0,LE VILLAGE,91090.0,91340,Lisses,91340000AZ0776,2.427075,48.599141
2020-449123,2020-12-29,Vente,322000.0,AV FREDERIC CHOPIN,44250.0,44154,Saint-Brevin-les-Pins,44154000AO0162,-2.161146,47.235108
2020-1048745,2020-07-29,Vente,292000.0,QUAI DE LA RAPEE,75012.0,75112,Paris 12e Arrondissement,75112000EK0024,2.370307,48.84458
2020-249275,2020-10-15,Vente,175000.0,RTE DE LAUNAGUET,31200.0,31555,Toulouse,31555830AE0342,1.43784,43.658383
2020-1009321,2020-01-06,Vente,147000.0,LE MOULIN A VENT,95420.0,95355,Magny-en-Vexin,95355000AO0073,1.804996,49.159406
2020-423620,2020-11-02,Vente,293400.0,BD JEAN XXIII,44100.0,44109,Nantes,44109000MW0835,-1.575472,47.232224
2020-670831,2020-04-28,Vente,178950.0,IMP DE LA SOULANE,65000.0,65440,Tarbes,65440000BT0037,0.089062,43.220572
2020-649040,2020-12-18,Vente,195210.0,HAM DE NORDAL,62380.0,62008,Acquin-Westbécourt,620080000A0364,2.082442,50.738119
2020-777785,2020-04-29,Vente,190000.0,RUE DU BORDET,77230.0,77259,Longperrier,772590000C0065,2.665568,49.048725
2020-738268,2020-10-02,Vente,75000.0,RTE DE RAFORT,74120.0,74215,Praz-sur-Arly,742150000A2881,6.575201,45.839718
2020-676980,2020-03-30,Vente,112000.0,CHE DE LA PLAGE,69270.0,69168,Rochetaillée-sur-Saône,69168000AD0139,4.837641,45.835964
2020-430427,2020-06-25,Vente,215000.0,ALL CLAUDE DEBUSSY,44120.0,44215,Vertou,44215000AX0404,-1.475217,47.17109
2020-139071,2020-09-01,Vente,575000.0,PL DU QUATORZE JUILLET,17000.0,17300,La Rochelle,17300000DK0266,-1.125038,46.151918
2020-477387,2020-08-01,Vente,80000.0,LAS ESCAYRADOS,48100.0,48126,Lachamp-Ribennes,481260780A0157,3.346964,44.618041
2020-493381,2020-05-20,Vente,150500.0,L ALLEE DU CHATEAU,49630.0,49194,Mazé-Milon,49194000ZL0172,-0.277176,47.462991
2020-640447,2020-07-08,Vente,240000.0,RUE DU HAVRE,62100.0,62193,Calais,62193000XB0006,1.849073,50.960173
2020-774033,2020-11-10,Vente,330000.0,LE BUISSON,77120.0,77070,Chailly-en-Brie,770700000A1605,3.124511,48.810688
2020-147815,2020-05-27,Vente,192600.0,LE PORT NEUF,17380.0,17450,Torxé,174500000B0294,-0.631448,45.951077
2020-68053,2020-05-15,Vente,275000.0,JACQUANTOINE,7240.0,7314,Silhac,07314000AH0117,4.619767,44.894067
2020-447722,2020-12-11,Vente,48048.0,AV DU MOULIN CORBIN,44250.0,44154,Saint-Brevin-les-Pins,44154000YK0160,-2.150325,47.231345
2020-733401,2020-08-27,Vente,556810.0,RUE DU BROUAZ,74100.0,74012,Annemasse,740120000A2990,6.227261,46.190713
2020-509358,2020-12-04,Vente,180000.0,LE HAUT HAMEL,50390.0,50105,Catteville,50105000ZB0030,-1.555688,49.349076
2020-700417,2020-12-17,Vente,35464.0,TERRE NOIRE,69430.0,69054,Chénelette,69054000AK0059,4.510206,46.172331
2020-310044,2020-07-24,Vente,54000.0,RUE DES NENUPHARS,34400.0,34145,Lunel,34145000AT0357,4.138404,43.677258
2020-361584,2020-07-09,Vente,165000.0,RUE CAMILLE CLAUDEL,38400.0,38421,Saint-Martin-d'Hères,38421000BH0346,5.760269,45.173772
2020-704419,2020-10-29,Vente,23765.0,LE MOULIN DE SAINT REMY,70160.0,70472,Saint-Rémy-en-Comté,70472000ZA0011,6.088682,47.839756
2020-258351,2020-04-01,Vente,142900.0,LADIN,31160.0,31020,Aspet,310200000C0846,0.855119,43.013333
2020-886414,2020-04-17,Vente,82000.0,PIECES DE LA CHAUME,86280.0,86214,Saint-Benoît,86214000BB0210,0.330689,46.554138
2020-566061,2020-10-22,Vente,30881.0,LES BOULAS,58230.0,58205,Ouroux-en-Morvan,58205000CP0001,3.937185,47.223162
2020-276035,2020-02-17,Vente,272000.0,RUE DE TAUZIA,33800.0,33063,Bordeaux,33063000DK0086,-0.559029,44.828439
2020-109049,2020-10-12,Vente,115000.0,RUE DES RIMAS,13011.0,13211,Marseille 11e Arrondissement,132118670K0034,5.465613,43.288168
2020-1032384,2020-01-17,Vente en l'état futur d'achèvement,251237.0,RUE UNION,97300.0,97302,Cayenne,97302000AV0190,-52.312049,4.937081
2020-717470,2020-09-28,Vente,100000.0,ALL DES PROMENADES,72100.0,72181,Le Mans,72181000KP0096,0.19855,47.963552
2020-201564,2020-09-10,Vente,100000.0,LE CHATEAU,26420.0,26074,La Chapelle-en-Vercors,26074000AE0285,5.422042,44.967616
2020-90676,2020-05-29,Vente,223000.0,CHE DE LA SAUZEDE,11200.0,11264,Névian,11264000AI0350,2.899581,43.214019
2020-129150,2020-06-23,Vente,70748.0,PRAIRIE DE CREUSEFOND,16140.0,16207,Marcillac-Lanville,16207000ZM0147,0.003668,45.83629
2020-982950,2020-10-27,Vente,199000.0,RUE RAYMOND LOUVIOT,93360.0,93049,Neuilly-Plaisance,930490000C3632,2.515835,48.859197
2020-442956,2020-05-25,Vente,80000.0,AISNE,44570.0,44210,Trignac,44210000AC0550,-2.219826,47.321635
2020-737339,2020-06-09,Vente,230000.0,RUE DU CENTRE,74260.0,74134,Les Gets,741340000I2856,6.665442,46.155421
2020-212917,2020-12-04,Vente,90000.0,RUE DE CHARTRES,28120.0,28196,Illiers-Combray,28196000AB0476,1.250246,48.30335
2020-239061,2020-05-25,Vente,270000.0,ALL DES BUIS,30400.0,30351,Villeneuve-lès-Avignon,30351000CV0051,4.782289,43.971534
2020-907465,2020-11-23,Vente,31500.0,AU FEING RENARD,88700.0,88251,Jeanménil,88251000ZB0043,6.698653,48.337164
2020-511606,2020-01-10,Vente,160000.0,RUE DES HUSSARDS,51480.0,51410,Œuilly,51410000AH0036,3.811146,49.067538
2020-451871,2020-01-17,Vente,330000.0,L AULNAIE,44810.0,44221,La Chevallerais,442210000M0268,-1.669677,47.478698
2020-2113,2020-01-17,Vente,85000.0,RUE DES EPINGLIERS - LEYMIAT,1450.0,1303,Poncin,01303000AE0073,5.431612,46.079092
2020-496873,2020-05-19,Vente,187000.0,RTE DE CONDE - PRECORBIN,50810.0,50492,Saint-Jean-d'Elle,504924140B0932,-0.968892,49.081172
2020-531788,2020-03-11,Vente,60000.0,RUE PIERRE CREMEL,54410.0,54300,Laneuveville-devant-Nancy,54300000AK0087,6.258256,48.642813
2020-670576,2020-02-27,Vente,80000.0,HAR,65370.0,65441,Thèbe,654410000A0255,0.592779,42.966392
2020-865880,2020-09-23,Vente,250000.0,LE BOURG ST ANDRE 13 VOIES,85260.0,85197,Montréverd,851970000B1368,-1.413819,46.934785
2020-660898,2020-05-29,Vente,145850.0,RUE DE L ABBE LUDOVIC GAURIER,64000.0,64445,Pau,64445000CT0255,-0.352458,43.299684
2020-979508,2020-12-16,Vente,240000.0,AV PREVOYANTS,93600.0,93005,Aulnay-sous-Bois,93005000BX0146,2.510389,48.924632
2020-753485,2020-07-29,Vente,213000.0,RUE SALVADOR ALLENDE,76700.0,76341,Harfleur,76341000AB0312,0.18541,49.520002
2020-153707,2020-11-27,Vente,83250.0,LA TAILLE,18270.0,18252,Sidiailles,18252000AK0081,2.304757,46.51271
2020-900450,2020-10-01,Vente,85000.0,RUE ALBERT CAMUS,87100.0,87085,Limoges,87085000BO0356,1.251085,45.845654
2020-840487,2020-09-15,Vente,180800.0,DURSE,82240.0,82162,Saint-Georges,821620000B0874,1.618261,44.22708
2020-151802,2020-11-30,Vente,51000.0,RES DES GOULEVENTS,18000.0,18033,Bourges,18033000ET0187,2.379231,47.073275
2020-685862,2020-06-25,Vente en l'état futur d'achèvement,365000.0,RUE ANATOLE FRANCE,69100.0,69266,Villeurbanne,69266000BM0227,4.871781,45.767289
2020-274599,2020-12-22,Vente en l'état futur d'achèvement,267000.0,AV DE LA MARNE,33700.0,33281,Mérignac,33281000BY0935,-0.630696,44.834692
2020-728753,2020-05-22,Vente en l'état futur d'achèvement,289000.0,,,73008,Aix-les-Bains,73008000AI0252,5.918916,45.706049
2020-856163,2020-05-13,Vente,506450.0,ANGELLE SUD,84200.0,84031,Carpentras,84031000AN0333,5.075365,44.071089
2020-641387,2020-09-24,Vente,267650.0,RUE D'UZELOT,62250.0,62505,Leulinghen-Bernes,62505000AC0135,1.710864,50.833602
2020-491973,2020-09-22,Vente,300000.0,LE CLOS DE LA MATINIERE,49730.0,49358,Turquant,493580000A1823,0.021742,47.225351
2020-634510,2020-05-28,Vente,140000.0,RUE JARZEMBOWSKI,62460.0,62270,Divion,62270000AK0111,2.51559,50.474179
2020-390587,2020-06-19,Vente,170000.0,RUE DE VENDOME,41330.0,41040,La Chapelle-Vendômoise,41040000AD0078,1.23732,47.671433
2020-381773,2020-07-02,Vente,253000.0,ALL VINCENT DE PAUL,40140.0,40310,Soustons,40310000AI0526,-1.325755,43.747801
2020-546883,2020-01-24,Vente,360000.0,RUE FRANCISQUE POULBOT,56000.0,56260,Vannes,56260000AP0436,-2.761349,47.665459
2020-358558,2020-07-07,Vente,56400.0,LA BRINERAYE,37290.0,37282,Yzeures-sur-Creuse,37282000ZI0068,0.833927,46.799482
2020-74102,2020-01-17,Vente,77000.0,NABIAS,9320.0,9301,Soulan,093010000B0479,1.248584,42.928911
2020-709940,2020-10-29,Vente,310000.0,JARRAT,71220.0,71231,La Guiche,71231000AB0059,4.445165,46.558625
2020-433381,2020-09-30,Vente,235000.0,CHAMPS FOUGEROUX,44330.0,44212,Vallet,44212000ZS0509,-1.266569,47.156212
2020-473596,2020-10-22,Vente,62500.0,RUE OLIVIER MESSIAEN,47200.0,47157,Marmande,47157000IW0069,0.166885,44.507391
2020-159165,2020-10-05,Vente,70000.0,LEYGONIE,19130.0,19182,Saint-Aulaire,191820000A0183,1.389608,45.245352
2020-692231,2020-11-24,Vente en l'état futur d'achèvement,246000.0,CHE D YVOURS,69310.0,69152,Pierre-Bénite,69152000AK0012,4.826843,45.698046
2020-937670,2020-01-15,Vente,70000.0,LA FROMENTINE,91490.0,91405,Milly-la-Forêt,91405000AR0398,2.466715,48.399474
2020-936492,2020-08-31,Vente en l'état futur d'achèvement,195400.0,IMP DE LA LAMPE,91310.0,91339,Linas,91339000AP0019,2.262432,48.63366
2020-89152,2020-03-11,Vente,70000.0,LES ASPRES,11110.0,11106,Coursan,11106000AB0033,3.036916,43.243489
2020-783207,2020-10-14,Vente,291000.0,RUE DE PARIS,77420.0,77083,Champs-sur-Marne,77083000BH0171,2.601098,48.852043
2020-640480,2020-06-30,Vente,80000.0,RUE JULES GUESDE,62230.0,62643,Outreau,62643000XA0066,1.589371,50.712017
2020-365562,2020-11-26,Vente,140000.0,RTE D URIAGE,38410.0,38422,Saint-Martin-d'Uriage,38422000AP0324,5.837438,45.148328
2020-536531,2020-09-25,Vente,144300.0,ALL DES HORTENSIAS,54500.0,54547,Vandœuvre-lès-Nancy,54547000AO0218,6.188546,48.664661
2020-913633,2020-06-05,Vente,122000.0,LES GRANDS NAINS,89130.0,89419,Toucy,894190000F0220,3.296273,47.706396
2020-838131,2020-04-17,Vente,200463.0,RTE DE LAGARDE,82290.0,82096,La Ville-Dieu-du-Temple,820960000B0923,1.218781,44.037012
2020-86234,2020-09-21,Vente,55000.0,LE VILLAGE,11240.0,11004,Alaigne,110040000B0016,2.090949,43.103329
2020-697504,2020-01-21,Vente,196600.0,RTE HENRI FESSY,69220.0,69019,Belleville-en-Beaujolais,69019211AM0628,4.701924,46.116974
2020-211922,2020-09-18,Vente,35000.0,RUE DES ECUYERS,28000.0,28085,Chartres,28085000AI0371,1.490169,48.445907
2020-92628,2020-09-29,Vente,73000.0,QUAI D'ALSACE,11100.0,11262,Narbonne,11262000BE0362,2.99738,43.18815
2020-456785,2020-06-19,Vente,157350.0,RUE DE LA TOUE,45100.0,45234,Orléans,45234000DE0590,1.901267,47.889556
2020-465751,2020-08-28,Vente,63637.0,RUE DU BOURG,45300.0,45177,Laas,45177000ZH0434,2.218102,48.120272
2020-231854,2020-07-02,Vente,120000.0,BOUISSON,30190.0,30248,Saint-Dézéry,30248000AB0430,,
